sdt_filename,fit_set_key,fit_folder,n_components,params_available
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011,fitet-sz-c2-b5,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260517_KPC_live_on_SLIM::fitet-sz-c3-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011,fitet-sz-c3-b5,3,"a1, a2, a3, chi2, photons, tau1, tau2, tau3"
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012,fitet-sf-c2-b5,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260517_KPC_live_on_SLIM::fitet-sf-c3-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012,fitet-sf-c3-b5,3,"a1, a2, a3, chi2, photons, tau1, tau2, tau3"
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012,fitet-sz-c2-b5,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260517_KPC_live_on_SLIM::fitet-sz-c3-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012,fitet-sz-c3-b5,3,"a1, a2, a3, chi2, photons, tau1, tau2, tau3"
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013,fitet-sf-c2-b5,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,20260517_KPC_live_on_SLIM::fitet-sf-c3-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013,fitet-sf-c3-b5,3,"a1, a2, a3, chi2, photons, tau1, tau2, tau3"
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013,fitet-sz-c2-b5,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,20260517_KPC_live_on_SLIM::fitet-sz-c3-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013,fitet-sz-c3-b5,3,"a1, a2, a3, chi2, photons, tau1, tau2, tau3"
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014,fitet-sf-c2-b5,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,20260517_KPC_live_on_SLIM::fitet-sf-c3-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014,fitet-sf-c3-b5,3,"a1, a2, a3, chi2, photons, tau1, tau2, tau3"
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014,fitet-sz-c2-b5,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,20260517_KPC_live_on_SLIM::fitet-sz-c3-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014,fitet-sz-c3-b5,3,"a1, a2, a3, chi2, photons, tau1, tau2, tau3"
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0015.sdt,20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0015,fitet-sf-c2-b5,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0015.sdt,20260517_KPC_live_on_SLIM::fitet-sf-c3-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0015,fitet-sf-c3-b5,3,"a1, a2, a3, chi2, photons, tau1, tau2, tau3"
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0015.sdt,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0015,fitet-sz-c2-b5,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0015.sdt,20260517_KPC_live_on_SLIM::fitet-sz-c3-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0015,fitet-sz-c3-b5,3,"a1, a2, a3, chi2, photons, tau1, tau2, tau3"
4_urea_740nm_3097mW_u1_poc0_20x0p75NA_370s10_g70_z1_256pix_basicFLIM_90f_0001.sdt,20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::4_urea_740nm_3097mW_u1_poc0_20x0p75NA_370s10_g70_z1_256pix_basicFLIM_90f_0001,fitet-sf-c2-b5,2,"a1, a2, chi2, photons, tau1, tau2"
4_urea_740nm_3097mW_u1_poc0_20x0p75NA_370s10_g70_z1_256pix_basicFLIM_90f_0001.sdt,20260517_KPC_live_on_SLIM::fitet-sf-c3-b5::4_urea_740nm_3097mW_u1_poc0_20x0p75NA_370s10_g70_z1_256pix_basicFLIM_90f_0001,fitet-sf-c3-b5,3,"a1, a2, a3, chi2, photons, tau1, tau2, tau3"
4_urea_740nm_3097mW_u1_poc0_20x0p75NA_370s10_g70_z1_256pix_basicFLIM_90f_0001.sdt,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::4_urea_740nm_3097mW_u1_poc0_20x0p75NA_370s10_g70_z1_256pix_basicFLIM_90f_0001,fitet-sz-c2-b5,2,"a1, a2, chi2, photons, tau1, tau2"
4_urea_740nm_3097mW_u1_poc0_20x0p75NA_370s10_g70_z1_256pix_basicFLIM_90f_0001.sdt,20260517_KPC_live_on_SLIM::fitet-sz-c3-b5::4_urea_740nm_3097mW_u1_poc0_20x0p75NA_370s10_g70_z1_256pix_basicFLIM_90f_0001,fitet-sz-c3-b5,3,"a1, a2, a3, chi2, photons, tau1, tau2, tau3"
4_urea_740nm_3097mW_u1_poc0_20x0p75NA_370s10_g70_z1_256pix_basicFLIM_90f_0000.sdt,20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::4_urea_740nm_3097mW_u1_poc0_20x0p75NA_370s10_g70_z1_256pix_basicFLIM_90f_0000,fitet-sf-c2-b5,2,"a1, a2, chi2, photons, tau1, tau2"
4_urea_740nm_3097mW_u1_poc0_20x0p75NA_370s10_g70_z1_256pix_basicFLIM_90f_0000.sdt,20260517_KPC_live_on_SLIM::fitet-sf-c3-b5::4_urea_740nm_3097mW_u1_poc0_20x0p75NA_370s10_g70_z1_256pix_basicFLIM_90f_0000,fitet-sf-c3-b5,3,"a1, a2, a3, chi2, photons, tau1, tau2, tau3"
4_urea_740nm_3097mW_u1_poc0_20x0p75NA_370s10_g70_z1_256pix_basicFLIM_90f_0000.sdt,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::4_urea_740nm_3097mW_u1_poc0_20x0p75NA_370s10_g70_z1_256pix_basicFLIM_90f_0000,fitet-sz-c2-b5,2,"a1, a2, chi2, photons, tau1, tau2"
4_urea_740nm_3097mW_u1_poc0_20x0p75NA_370s10_g70_z1_256pix_basicFLIM_90f_0000.sdt,20260517_KPC_live_on_SLIM::fitet-sz-c3-b5::4_urea_740nm_3097mW_u1_poc0_20x0p75NA_370s10_g70_z1_256pix_basicFLIM_90f_0000,fitet-sz-c3-b5,3,"a1, a2, a3, chi2, photons, tau1, tau2, tau3"
4_chroma_740nm_3097mW_u80_poc0_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_45f_0000.sdt,20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::4_chroma_740nm_3097mW_u80_poc0_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_45f_0000,fitet-sf-c2-b5,2,"a1, a2, chi2, photons, tau1, tau2"
4_chroma_740nm_3097mW_u80_poc0_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_45f_0000.sdt,20260517_KPC_live_on_SLIM::fitet-sf-c3-b5::4_chroma_740nm_3097mW_u80_poc0_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_45f_0000,fitet-sf-c3-b5,3,"a1, a2, a3, chi2, photons, tau1, tau2, tau3"
4_chroma_740nm_3097mW_u80_poc0_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_45f_0000.sdt,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::4_chroma_740nm_3097mW_u80_poc0_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_45f_0000,fitet-sz-c2-b5,2,"a1, a2, chi2, photons, tau1, tau2"
4_chroma_740nm_3097mW_u80_poc0_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_45f_0000.sdt,20260517_KPC_live_on_SLIM::fitet-sz-c3-b5::4_chroma_740nm_3097mW_u80_poc0_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_45f_0000,fitet-sz-c3-b5,3,"a1, a2, a3, chi2, photons, tau1, tau2, tau3"
4_chroma_740nm_3097mW_u80_poc0_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_45f_0001.sdt,20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::4_chroma_740nm_3097mW_u80_poc0_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_45f_0001,fitet-sf-c2-b5,2,"a1, a2, chi2, photons, tau1, tau2"
4_chroma_740nm_3097mW_u80_poc0_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_45f_0001.sdt,20260517_KPC_live_on_SLIM::fitet-sf-c3-b5::4_chroma_740nm_3097mW_u80_poc0_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_45f_0001,fitet-sf-c3-b5,3,"a1, a2, a3, chi2, photons, tau1, tau2, tau3"
4_chroma_740nm_3097mW_u80_poc0_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_45f_0001.sdt,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::4_chroma_740nm_3097mW_u80_poc0_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_45f_0001,fitet-sz-c2-b5,2,"a1, a2, chi2, photons, tau1, tau2"
4_chroma_740nm_3097mW_u80_poc0_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_45f_0001.sdt,20260517_KPC_live_on_SLIM::fitet-sz-c3-b5::4_chroma_740nm_3097mW_u80_poc0_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_45f_0001,fitet-sz-c3-b5,3,"a1, a2, a3, chi2, photons, tau1, tau2, tau3"
5_pollen_890nm_2899mW_u1_poc0p2_10x0p5NA_457s50_g70_z1_256pix_basicFLIM_45f_0000.sdt,20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::5_pollen_890nm_2899mW_u1_poc0p2_10x0p5NA_457s50_g70_z1_256pix_basicFLIM_45f_0000,fitet-sf-c2-b5,2,"a1, a2, chi2, photons, tau1, tau2"
5_pollen_890nm_2899mW_u1_poc0p2_10x0p5NA_457s50_g70_z1_256pix_basicFLIM_45f_0000.sdt,20260517_KPC_live_on_SLIM::fitet-sf-c3-b5::5_pollen_890nm_2899mW_u1_poc0p2_10x0p5NA_457s50_g70_z1_256pix_basicFLIM_45f_0000,fitet-sf-c3-b5,3,"a1, a2, a3, chi2, photons, tau1, tau2, tau3"
5_pollen_890nm_2899mW_u1_poc0p2_10x0p5NA_457s50_g70_z1_256pix_basicFLIM_45f_0000.sdt,20260517_KPC_live_on_SLIM::fitet-sz-c2-b5::5_pollen_890nm_2899mW_u1_poc0p2_10x0p5NA_457s50_g70_z1_256pix_basicFLIM_45f_0000,fitet-sz-c2-b5,2,"a1, a2, chi2, photons, tau1, tau2"
5_pollen_890nm_2899mW_u1_poc0p2_10x0p5NA_457s50_g70_z1_256pix_basicFLIM_45f_0000.sdt,20260517_KPC_live_on_SLIM::fitet-sz-c3-b5::5_pollen_890nm_2899mW_u1_poc0p2_10x0p5NA_457s50_g70_z1_256pix_basicFLIM_45f_0000,fitet-sz-c3-b5,3,"a1, a2, a3, chi2, photons, tau1, tau2, tau3"
0_pollen_890nm_2883mW_u1_poc0p2_10x0p5NA_457s50_g70_z1_256pix_basicFLIM_45f_0000.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sf-c2-b9::0_pollen_890nm_2883mW_u1_poc0p2_10x0p5NA_457s50_g70_z1_256pix_basicFLIM_45f_0000,fitet-sf-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
0_pollen_890nm_2883mW_u1_poc0p2_10x0p5NA_457s50_g70_z1_256pix_basicFLIM_45f_0000.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::0_pollen_890nm_2883mW_u1_poc0p2_10x0p5NA_457s50_g70_z1_256pix_basicFLIM_45f_0000,fitet-sz-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
1_chromablue_740nm_3083mW_u80_poc0_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_45f_0000.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sf-c2-b9::1_chromablue_740nm_3083mW_u80_poc0_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_45f_0000,fitet-sf-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
1_chromablue_740nm_3083mW_u80_poc0_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_45f_0000.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::1_chromablue_740nm_3083mW_u80_poc0_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_45f_0000,fitet-sz-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
2_urea_740nm_3085mW_u1_poc0_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_45f_0000.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sf-c2-b9::2_urea_740nm_3085mW_u1_poc0_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_45f_0000,fitet-sf-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
2_urea_740nm_3085mW_u1_poc0_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_45f_0000.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::2_urea_740nm_3085mW_u1_poc0_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_45f_0000,fitet-sz-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sf-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000,fitet-sf-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000,fitet-sz-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sf-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001,fitet-sf-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001,fitet-sz-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sf-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002,fitet-sf-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002,fitet-sz-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sf-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003,fitet-sf-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003,fitet-sz-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sf-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004,fitet-sf-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004,fitet-sz-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sf-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005,fitet-sf-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005,fitet-sz-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sf-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006,fitet-sf-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006,fitet-sz-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sf-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007,fitet-sf-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007,fitet-sz-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sf-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008,fitet-sf-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008,fitet-sz-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sf-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009,fitet-sf-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009,fitet-sz-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sf-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010,fitet-sf-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010,fitet-sz-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sf-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011,fitet-sf-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011,fitet-sz-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sf-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012,fitet-sf-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260520_KPC_fixed_dishes_SLIM::fitet-sz-c2-b9::3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012,fitet-sz-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
